#	Frame	FaceNum	FEV		X	Y	ROC	Time
	105	0	740.785685	314	196	0.415908	4.353086054
	106	0	739.756724	314	196	0.417041	4.382433401
	107	0	735.763894	314	196	0.419002	4.430621636
	108	0	736.771378	314	196	0.419442	4.462267321
	109	0	735.954658	314	196	0.419316	4.503797357
	110	0	737.160665	314	196	0.419020	4.531018235
	111	0	736.530370	314	196	0.419034	4.565090133
	112	0	735.146981	314	196	0.420241	4.607350703
	113	0	734.508668	314	196	0.420916	4.640913261
	114	0	735.700224	314	196	0.421137	4.664307180
	115	0	736.107315	314	196	0.420234	4.701102789
	116	0	735.488872	314	196	0.419980	4.731039159
	117	0	733.172989	314	196	0.414342	4.779832889
	118	0	734.075783	314	196	0.413573	4.805706563
	119	0	732.133843	314	196	0.413441	4.839532079
	120	0	733.466719	314	196	0.413382	4.871014164
	121	0	734.288984	314	196	0.414456	4.905245649
	122	0	733.423877	314	196	0.414470	4.931206414
	123	0	735.170392	314	196	0.413810	4.973600273
	124	0	735.003315	314	196	0.414323	5.012902806
	125	0	732.959118	314	196	0.413661	5.039681752
	126	0	734.213219	314	196	0.414089	5.070979446
	127	0	733.767854	314	196	0.414123	5.106380128
	128	0	734.244824	314	196	0.414309	5.141527484
	129	0	734.019255	314	196	0.414000	5.174578530
	130	0	735.968163	314	196	0.412946	5.200692858
	131	0	734.735298	314	196	0.414036	5.243831261
	132	0	734.659291	314	196	0.415606	5.276077178
	133	0	733.209076	314	196	0.415999	5.308582655
	134	0	735.258769	314	196	0.414820	5.344316559
	135	0	736.375838	314	196	0.413749	5.382599013
	136	0	735.766055	314	196	0.414241	5.418086499
	137	0	735.014891	314	196	0.414889	5.452158346
	138	0	735.031344	314	196	0.415354	5.478654936
	139	0	733.606684	314	196	0.415852	5.520990105
	140	0	733.072180	314	196	0.416229	5.549409037
	141	0	733.241254	314	196	0.415576	5.582467148
	142	0	733.902895	314	196	0.415871	5.616037185
	143	0	732.063013	314	196	0.416226	5.656243665
	144	0	733.493545	314	196	0.415834	5.686987513
	145	0	733.483506	314	196	0.416075	5.718674912
	146	0	734.588129	314	196	0.418259	5.753665440
	147	0	734.441215	314	196	0.417119	5.790055979
	148	0	733.830302	314	196	0.417019	5.822293206
	149	0	736.377029	314	196	0.415459	5.864157117
	150	0	732.702124	314	196	0.416890	5.888482515
	151	0	733.232976	314	196	0.416258	5.923552921
	152	0	731.699159	314	196	0.416537	5.947948837
	153	0	732.949430	314	196	0.416544	5.989094007
	154	0	734.686344	314	196	0.415463	6.020477665
	155	0	735.455426	314	196	0.415294	6.063209360
	156	0	735.250467	314	196	0.415990	6.092837264
	157	0	733.810727	314	196	0.415351	6.126786619
	158	0	735.191658	314	196	0.415105	6.160868400
	159	0	736.246937	314	196	0.414827	6.198154656
	160	0	734.932653	314	196	0.415389	6.223136940
	161	0	734.057490	314	196	0.415816	6.267710183
	162	0	733.100299	314	196	0.417246	6.293102181
	163	0	736.366429	314	196	0.414793	6.321689922
	164	0	737.403783	314	196	0.414936	6.362501035
	165	0	737.299282	314	196	0.415576	6.399955696
	166	0	736.938019	314	196	0.416225	6.436096505
	167	0	736.394881	314	196	0.417028	6.475066996
	168	0	735.104023	314	196	0.416756	6.498325968
	169	0	737.248181	314	196	0.416844	6.535856839
	170	0	738.664406	314	196	0.415948	6.559255616
	171	0	739.133973	314	196	0.415447	6.589173963
	172	0	736.121748	314	196	0.415058	6.636450894
	173	0	733.408344	314	196	0.416512	6.671988576
	174	0	733.028994	314	196	0.417179	6.704489351
	175	0	738.268752	314	196	0.416254	6.752286019
	176	0	737.813133	314	196	0.416290	6.774583481
	177	0	736.393692	314	196	0.417664	6.814092003
	178	0	734.995405	314	196	0.418421	6.838319253
	179	0	733.808094	314	196	0.418271	6.868598399
	180	0	735.177081	314	196	0.418285	6.911421996
	181	0	735.463879	314	196	0.417968	6.945743113
	182	0	735.909662	314	196	0.418006	6.973916247
	183	0	736.452883	314	196	0.417103	7.010659258
	184	0	736.962733	314	196	0.416458	7.037477016
	185	0	736.378920	314	196	0.417614	7.083899155
	186	0	738.698745	314	196	0.416417	7.110206597
	187	0	738.320093	314	196	0.416719	7.136017393
	188	0	738.604032	314	196	0.417197	7.182643017
	189	0	737.877290	314	196	0.417287	7.206494283
	190	0	737.260080	314	196	0.417954	7.247792013
	191	0	736.039150	314	196	0.417992	7.284906819
	192	0	737.946200	314	196	0.417583	7.312302585
	193	0	737.726135	314	196	0.417207	7.356245261
	194	0	736.580558	314	196	0.418722	7.388229316
	195	0	736.496126	314	196	0.418444	7.410298959
	196	0	736.501597	314	196	0.418328	7.453912146
	197	0	735.433537	314	196	0.418512	7.481609187
	198	0	736.401723	314	196	0.418074	7.514128905
	199	0	735.285781	314	196	0.418731	7.551834310
	200	0	732.024417	314	196	0.420324	7.586162572
	201	0	733.607007	314	196	0.420060	7.611649238
	202	0	734.245116	314	196	0.418062	7.652570127
	203	0	733.256852	314	196	0.419196	7.682340725
	204	0	738.680142	314	195	0.412456	7.734689338
	205	0	739.492995	314	196	0.411507	7.757043783
	206	0	737.154293	314	196	0.414459	7.790338092
	207	0	736.966523	314	196	0.414417	7.836769050
	208	0	736.186928	314	196	0.413488	7.866668014
	209	0	737.235367	314	196	0.412284	7.892330451
	210	0	735.790659	314	196	0.413274	7.928808779
	211	0	734.317800	314	196	0.414635	7.962060151
	212	0	735.956275	314	196	0.413590	7.998143394
	213	0	737.708090	314	196	0.412869	8.037322376
	214	0	737.297703	314	196	0.414020	8.060245913
	215	0	735.766688	314	196	0.413354	8.096034023
	216	0	735.841984	314	196	0.414701	8.135985926
	217	0	734.207841	314	196	0.415033	8.161818280
	218	0	735.132570	314	196	0.414300	8.200505109
	219	0	734.763554	314	196	0.414615	8.227052908
	220	0	734.787127	314	196	0.414598	8.255727987
	221	0	730.701409	314	196	0.417160	8.302017816
	222	0	734.195318	314	196	0.415465	8.332869178
	223	0	734.517100	314	196	0.415002	8.369324588
	224	0	732.682583	314	196	0.415653	8.403515724
	225	0	733.189705	314	196	0.415934	8.439179082
	226	0	732.088246	314	196	0.415780	8.468691020
	227	0	732.792889	314	196	0.414817	8.501149850
	228	0	735.956635	314	196	0.413335	8.528045605
	229	0	736.566330	314	196	0.414089	8.572647106
	230	0	733.304126	314	196	0.415648	8.606568037
	231	0	733.106298	314	196	0.415128	8.639072251
	232	0	731.746894	314	196	0.416022	8.672331231
	233	0	734.523310	314	196	0.419079	8.715926421
	234	0	734.459182	314	196	0.418646	8.744439632
	235	0	733.927612	314	196	0.418683	8.768959095
	236	0	734.974856	314	196	0.419551	8.800987971
	237	0	733.811714	314	196	0.419421	8.851391219
	238	0	732.987542	314	196	0.420175	8.873682286
	239	0	732.261084	314	196	0.420025	8.905780323
	240	0	732.581771	314	196	0.420268	8.944400708
	241	0	731.506018	314	196	0.420659	8.971111725
	242	0	731.242667	314	196	0.419975	9.015144294
	243	0	731.660858	314	196	0.419346	9.055726533
	244	0	731.643828	314	196	0.420522	9.079709396
	245	0	730.638932	314	196	0.420914	9.119733966
	246	0	729.619231	314	196	0.420556	9.149554431
	247	0	729.296824	314	196	0.419856	9.181980780
	248	0	729.127314	314	196	0.420472	9.220916665
	249	0	730.980257	314	196	0.419794	9.254878056
	250	0	732.122166	314	196	0.419111	9.291597644
	251	0	731.562527	314	196	0.420111	9.316977797
	252	0	729.025942	314	196	0.421583	9.343323413
	253	0	729.961209	314	196	0.420688	9.389379580
	254	0	729.856313	314	196	0.420249	9.413067521
	255	0	730.600978	314	196	0.419571	9.458506810
	256	0	730.571325	314	196	0.419805	9.488093913
	257	0	731.751206	314	196	0.418885	9.522518865
	258	0	731.752840	314	196	0.419219	9.546298944
	259	0	732.573676	314	196	0.420245	9.589892264
	260	0	732.664731	314	196	0.420459	9.618175867
	261	0	731.859240	314	196	0.420739	9.664280098
	262	0	734.314016	314	196	0.417059	9.703578529
	263	0	733.341986	314	196	0.416927	9.727925467
	264	0	735.119587	314	196	0.415230	9.762258227
	265	0	733.586285	314	196	0.414733	9.800407643
	266	0	732.617028	314	196	0.415799	9.829039426
	267	0	731.464457	314	196	0.415831	9.864505262
	268	0	732.569238	314	196	0.415777	9.894888297
	269	0	731.096188	314	196	0.416307	9.938226436
	270	0	732.432706	314	196	0.415672	9.965382708
	271	0	733.184171	314	196	0.416291	9.995333024
	272	0	733.871451	314	196	0.415280	10.036543284
	273	0	732.757367	314	196	0.415269	10.071205558
	274	0	733.412737	314	196	0.415484	10.096965661
	275	0	733.006133	314	196	0.415824	10.139578709
	276	0	732.271049	314	196	0.416652	10.164530203
	277	0	733.371868	314	196	0.415875	10.196087774
	278	0	730.549743	314	196	0.415671	10.236343271
	279	0	730.404093	314	196	0.415715	10.268360421
	280	0	730.965370	314	196	0.415580	10.304190115
	281	0	729.512410	314	196	0.416203	10.341401004
	282	0	729.323376	314	196	0.416261	10.364218393
	283	0	728.650374	314	196	0.416662	10.406013345
	284	0	728.661160	314	196	0.416957	10.432062561
	285	0	729.612090	314	196	0.416849	10.465282974
	286	0	729.927724	314	196	0.415916	10.509119279
	287	0	729.243187	314	196	0.416285	10.532775968
	288	0	729.045444	314	196	0.416864	10.574382845
	289	0	728.607706	314	196	0.416660	10.612049463
	290	0	730.126393	314	196	0.415580	10.636828124
	291	0	738.599808	314	196	0.415376	10.688349202
	292	0	740.391905	314	196	0.414557	10.711603855
	293	0	739.865109	314	196	0.413421	10.735721730
	294	0	742.355909	314	196	0.411944	10.782704091
	295	0	740.796033	314	196	0.413237	10.807040944
	296	0	737.419929	314	196	0.415770	10.846014814
	297	0	739.119848	314	196	0.415378	10.915159764
	298	0	739.121657	314	196	0.414648	10.956130793
	299	0	736.465089	314	196	0.415727	11.256009071
	300	0	735.933635	314	196	0.415580	11.287600837
	301	0	738.269813	314	196	0.413967	11.322420625
	302	0	737.011560	314	196	0.414834	11.361096955
	303	0	736.714216	314	196	0.415418	11.392971456
	304	0	736.223581	314	196	0.415186	11.422374325
	305	0	736.577803	314	196	0.415056	11.456890495
	306	0	736.388772	314	196	0.415585	11.490368692
	307	0	737.774366	314	196	0.414344	11.524523944
	308	0	737.885135	314	196	0.414149	11.561137993
	309	0	737.720845	314	196	0.414549	11.588202992
	310	0	739.129003	314	196	0.413320	11.623605124
	311	0	736.521860	314	196	0.416053	11.657193641
	312	0	736.792130	314	196	0.415999	11.694997577
	313	0	735.451233	314	196	0.417649	11.721394104
	314	0	736.846777	314	196	0.416811	11.755435733
	315	0	736.809962	314	196	0.416487	11.793759920
	316	0	736.045398	314	196	0.416104	13.363555515
	317	0	736.045398	314	196	0.416104	13.399574009
	318	0	736.849316	314	196	0.416202	13.430374746
	319	0	735.408281	314	196	0.416663	13.467561865
	320	0	735.408281	314	196	0.416663	13.502029271
	321	0	735.884462	314	196	0.415723	13.659681766
	322	0	736.342950	314	196	0.415218	15.193648859
	323	0	736.342950	314	196	0.415218	15.222094946
	324	0	734.782396	314	196	0.416122	15.256608129
	325	0	734.782396	314	196	0.416122	15.294824438
	326	0	734.881298	314	196	0.415557	15.328533193
	327	0	734.881298	314	196	0.415557	15.359404862
	328	0	733.845496	314	196	0.415180	15.392682824
	329	0	733.845496	314	196	0.415180	15.422346890
	330	0	734.424749	314	196	0.414838	15.469712725
	331	0	735.647382	314	196	0.414791	15.500064391
	332	0	735.797796	314	196	0.414493	15.530220781
	333	0	734.608848	314	196	0.415249	15.569035903
	334	0	735.613986	314	196	0.417901	15.609094659
	335	0	733.919215	314	196	0.418481	15.636467836
	336	0	734.088239	314	196	0.417958	15.669536772
	337	0	732.938640	314	196	0.417330	15.696520834
	338	0	732.533482	314	196	0.417693	15.739031341
	339	0	733.392028	314	196	0.417225	15.773958631
	340	0	735.911311	314	196	0.415487	15.801895056
	341	0	735.635230	314	196	0.416208	15.843541763
	342	0	735.728454	314	196	0.415894	15.873634179
	343	0	733.013941	314	196	0.416244	15.907104457
	344	0	734.217498	314	196	0.416677	15.945965630
	345	0	734.207814	314	196	0.416351	15.976950548
	346	0	733.347250	314	196	0.416337	16.000418486
	347	0	732.110825	314	196	0.416947	16.050590641
	348	0	733.248036	314	196	0.416570	16.077888389
	349	0	732.439799	314	196	0.417639	16.112242485
	350	0	734.063718	314	196	0.416269	16.145779678
	351	0	733.867137	314	196	0.415584	16.179777245
	352	0	733.587389	314	196	0.415841	16.214160931
	353	0	733.395692	314	196	0.416394	16.242866546
	354	0	731.063677	314	196	0.416795	16.276760508
	355	0	731.907111	314	196	0.417674	16.315313745
	356	0	731.073415	314	196	0.418813	16.348647881
	357	0	731.606544	314	196	0.417956	16.386323389
	358	0	732.345699	314	196	0.417450	16.420941226
	359	0	729.980793	314	196	0.418537	16.446447677
	360	0	728.895969	314	196	0.417955	16.489912297
	361	0	729.386155	314	196	0.418088	16.517753206
	362	0	728.428733	314	196	0.417608	16.543876478
	363	0	731.721122	314	196	0.415764	16.593621446
	364	0	733.099910	314	196	0.415278	16.624709759
	365	0	729.597301	314	196	0.417430	16.654229900
	366	0	731.595421	314	196	0.416111	16.687732770
	367	0	730.842397	314	196	0.416363	16.721864601
	368	0	728.413932	314	196	0.417502	16.759585911
	369	0	728.344802	314	196	0.417635	16.788595357
	370	0	729.336824	314	196	0.417280	16.816331773
	371	0	728.435850	314	196	0.417756	16.865038785
	372	0	728.249601	314	196	0.417405	16.890986694
	373	0	728.913084	314	196	0.417294	16.922855337
	374	0	727.773997	314	196	0.418389	16.960486164
	375	0	728.930052	314	196	0.418557	16.998097638
	376	0	729.916309	314	196	0.417972	17.031751495
	377	0	732.278808	314	196	0.416553	17.060920202
	378	0	730.917808	314	196	0.418055	17.089310264
	379	0	730.283221	314	196	0.417943	17.135423071
	380	0	730.956709	314	196	0.416942	17.164359091
	381	0	729.992499	314	196	0.416986	17.201195856
	382	0	730.134414	314	196	0.417220	17.236801906
	383	0	731.273072	314	196	0.416860	17.267392607
	384	0	730.963650	314	196	0.416817	17.294555109
	385	0	730.370439	314	196	0.417494	17.332672641
	386	0	728.066247	314	196	0.418138	17.361301120
	387	0	730.872738	314	196	0.416674	17.407350350
	388	0	730.192443	314	196	0.417854	17.433489240
	389	0	731.303869	314	196	0.417406	17.467044407
	390	0	731.396413	314	196	0.417053	17.506356585
	391	0	732.219554	314	196	0.415273	17.534023272
	392	0	739.324801	314	196	0.416604	17.574776169
	393	0	739.589637	314	196	0.416826	17.605482912
	394	0	736.953947	314	196	0.417494	17.632491783
	395	0	738.004585	314	196	0.416503	17.678866715
	396	0	738.410717	314	196	0.416000	17.706701489
	397	0	738.501897	314	196	0.417127	17.740383252
	398	0	738.057529	314	196	0.417173	17.774079835
	399	0	737.093418	314	196	0.418140	17.804950264
	400	0	734.839768	314	196	0.420480	17.834568509
	401	0	734.027357	314	196	0.420689	17.883377057
	402	0	733.202531	314	196	0.420137	17.909387967
	403	0	734.217650	314	196	0.420454	17.934054954
	404	0	734.042409	314	196	0.420059	17.976760412
	405	0	733.562400	314	196	0.419907	18.009573642
	406	0	734.086067	314	196	0.420055	18.049646486
	407	0	733.851261	314	196	0.419618	18.078460748
	408	0	733.641708	314	196	0.420313	18.107843696
	409	0	733.392303	314	196	0.420248	18.147974802
	410	0	733.979750	314	196	0.419479	18.175203444
	411	0	736.131440	314	196	0.418040	18.206101233
	412	0	735.679933	314	196	0.419302	18.253535700
	413	0	736.235298	314	196	0.418879	18.284985237
	414	0	735.947464	314	196	0.419067	18.317734841
	415	0	738.422708	314	196	0.417233	18.359169109
	416	0	736.793351	314	196	0.418517	18.386786440
	417	0	736.677782	314	196	0.418211	18.428173685
	418	0	736.628374	314	196	0.417288	18.451720065
	419	0	737.160111	314	196	0.417060	18.478634623
	420	0	737.625025	314	196	0.417657	18.521880594
	421	0	738.371846	314	196	0.417734	18.561903596
	422	0	739.249136	314	196	0.417568	18.587870463
	423	0	738.022262	314	196	0.418196	18.627852181
	424	0	738.773010	314	196	0.418126	18.659640112
	425	0	740.732861	314	196	0.416706	18.692899496
	426	0	741.118005	314	196	0.416226	18.725095458
	427	0	739.830703	314	196	0.417333	18.752277636
	428	0	738.025428	314	196	0.418324	18.795957180
	429	0	738.637804	314	196	0.418440	18.822676086
	430	0	738.957649	314	196	0.418527	18.858672069
	431	0	740.007938	314	196	0.417107	18.895812521
	432	0	740.119544	314	196	0.417606	18.929666335
	433	0	736.740965	314	196	0.419427	18.970251982
	434	0	737.308547	314	196	0.419430	18.999605825
	435	0	738.517545	314	196	0.419009	19.025540773
	436	0	740.726343	314	196	0.418629	19.067006223
	437	0	739.764128	314	196	0.419614	19.096635545
	438	0	742.976342	314	196	0.418900	19.128929170
	439	0	742.998608	314	196	0.418233	19.170494429
	440	0	744.481022	314	196	0.417054	19.198570235
	441	0	744.240607	314	196	0.417322	19.230066292
	442	0	744.787987	314	196	0.417034	19.270710833
	443	0	744.468835	314	196	0.417474	19.301788417
	444	0	744.534676	314	196	0.417704	19.338286305
	445	0	743.328788	314	196	0.417958	19.371474339
	446	0	742.381695	314	196	0.418190	19.405388687
	447	0	741.345547	314	196	0.418813	19.447077141
	448	0	740.746972	314	196	0.419351	19.476683126
	449	0	739.905960	314	196	0.419533	19.503597205
	450	0	733.259651	314	196	0.416558	19.549070277
	451	0	729.900879	314	196	0.416639	19.576115413
	452	0	730.781182	314	196	0.416120	19.618455234
	453	0	730.376143	314	196	0.415933	19.646927038
	454	0	733.100160	314	196	0.415255	19.682773811
	455	0	730.907665	314	196	0.418006	19.717645507
	456	0	730.689960	314	196	0.417540	19.745479267
	457	0	731.363810	314	196	0.416655	19.781849370
	458	0	731.053106	314	196	0.417204	19.816878886
	459	0	731.871294	314	196	0.416940	19.849339934
	460	0	731.001458	314	196	0.417094	19.874800641
	461	0	732.007543	314	196	0.416566	19.915357884
	462	0	732.038160	314	196	0.416943	19.948265063
	463	0	733.486841	314	196	0.416153	19.986017063
	464	0	732.994233	314	196	0.415963	20.014409309
	465	0	731.114273	314	196	0.417965	20.050867694
	466	0	730.653242	314	196	0.417737	20.091622800
	467	0	729.622427	314	196	0.418086	20.118508253
	468	0	729.916318	314	196	0.418147	20.142210255
	469	0	731.779484	314	196	0.416633	20.192091393
	470	0	731.334382	314	196	0.416675	20.218711856
	471	0	731.513202	314	196	0.417190	20.260979466
	472	0	730.339259	314	196	0.418154	20.288663722
	473	0	731.731109	314	196	0.418161	20.313017565
	474	0	732.070433	314	196	0.417475	20.358347412
	475	0	732.493332	314	196	0.417431	20.387261273
	476	0	734.892378	314	196	0.415437	20.415629879
	477	0	734.098400	314	196	0.416074	20.461168362
	478	0	733.878130	314	196	0.416538	20.492296734
	479	0	739.631256	314	196	0.421382	20.527367363
	480	0	738.281625	314	196	0.421827	20.561488437
	481	0	741.504379	314	196	0.419414	20.597475020
	482	0	740.555483	314	196	0.420741	20.629115158
	483	0	738.522525	314	196	0.421425	20.665981704
	484	0	741.127493	314	196	0.420153	20.694356377
	485	0	739.199836	314	196	0.421760	20.732811206
	486	0	738.442014	314	196	0.422036	20.765617160
	487	0	739.002169	314	196	0.421499	20.798011856
	488	0	740.395799	314	196	0.420167	20.835402270
	489	0	740.876826	314	196	0.419690	20.869285550
	490	0	740.719266	314	196	0.418697	20.908326419
	491	0	739.807945	314	196	0.418909	20.935799830
	492	0	739.884243	314	196	0.419148	20.959521814
	493	0	739.845040	314	196	0.419485	21.005578919
	494	0	738.025295	314	196	0.420082	21.038652311
	495	0	739.313059	314	196	0.419881	21.068271384
	496	0	742.033746	314	196	0.417381	21.104681586
	497	0	740.302939	314	196	0.418954	21.138606709
	498	0	741.941338	314	196	0.418152	21.161672723
	499	0	740.839701	314	196	0.418523	21.205309713
	500	0	739.188867	314	196	0.419277	21.229988231
	501	0	738.148197	314	196	0.419700	21.273673421
	502	0	738.390134	314	196	0.419825	21.308194720
	503	0	737.912168	314	196	0.420606	21.338634876
	504	0	738.778134	314	196	0.420089	21.374800478
	505	0	740.173203	314	196	0.419260	21.405301417
	506	0	739.562528	314	196	0.419454	21.433079387
	507	0	740.244405	314	196	0.418946	21.479554885
	508	0	731.942065	314	196	0.417696	21.512013511
	509	0	733.283288	314	196	0.417503	21.537619939
	510	0	731.645236	314	196	0.418198	21.579006972
	511	0	732.125631	314	196	0.419386	21.612696318
	512	0	732.180777	314	196	0.418991	21.652687805
	513	0	732.001727	314	196	0.418821	21.680591207
	514	0	730.754916	314	196	0.419199	21.704338230
	515	0	730.858948	314	196	0.418666	21.748023445
	516	0	732.208762	314	196	0.417696	21.777239014
	517	0	733.235667	314	196	0.417114	21.807096033
	518	0	732.623760	314	196	0.416833	21.849681110
	519	0	733.299594	314	196	0.417750	21.882018456
	520	0	732.668358	314	196	0.416987	21.919864049
	521	0	732.787815	314	196	0.416948	21.953593592
	522	0	731.468056	314	196	0.418401	21.985600593
	523	0	730.554017	314	196	0.419231	22.024108810
	524	0	730.252567	314	196	0.419486	22.050167359
	525	0	734.528675	314	196	0.417782	22.076127296
	526	0	734.342873	314	196	0.417456	22.119663362
	527	0	731.763614	314	196	0.419044	22.155451055
	528	0	731.430978	314	196	0.419168	22.185198195
	529	0	732.699663	314	196	0.418457	22.225960905
	530	0	732.610279	314	196	0.417994	22.252837622
	531	0	731.718866	314	196	0.416952	22.297696009
	532	0	730.806551	314	196	0.417850	22.324719954
	533	0	731.513810	314	196	0.418863	22.353463475
	534	0	730.451528	314	196	0.418472	22.393016084
	535	0	731.069820	314	196	0.418900	22.424835220
	536	0	731.737781	314	196	0.417010	22.457653786
	537	0	737.630720	314	196	0.414503	22.505201985
	538	0	737.986037	314	196	0.414872	22.529594679
	539	0	738.893216	314	196	0.413581	22.568444418
	540	0	740.341210	314	196	0.412222	22.592102280
	541	0	738.227429	314	196	0.413078	22.627788102
	542	0	737.202363	314	196	0.413194	22.671197225
	543	0	734.954414	314	196	0.415167	22.696785007
	544	0	737.737990	314	196	0.414478	22.731383045
	545	0	738.256388	314	196	0.414542	22.767305949
	546	0	738.567442	314	196	0.414332	22.795850009
	547	0	736.486326	314	196	0.415524	22.828752879
	548	0	734.706222	314	196	0.416485	22.865899461
	549	0	735.684042	314	196	0.415645	22.893421988
	550	0	736.997381	314	196	0.414698	22.937992594
	551	0	736.897350	314	196	0.415708	22.963500357
	552	0	736.747798	314	196	0.415313	23.005826617
	553	0	735.156066	314	196	0.416895	23.044279900
	554	0	736.910551	314	196	0.415177	23.076179104
	555	0	737.299326	314	196	0.413622	23.104890427
	556	0	735.359478	314	196	0.416202	23.140250628
	557	0	735.850986	314	196	0.415971	23.167058409
	558	0	736.404703	314	196	0.416216	23.208980585
	559	0	735.825933	314	196	0.416154	23.239576716
	560	0	735.655085	314	196	0.416494	23.274860595
	561	0	736.122375	314	196	0.415784	23.310326323
	562	0	737.112838	314	196	0.414796	23.348901446
	563	0	737.823513	314	196	0.414148	23.381711145
	564	0	736.523643	314	196	0.414004	23.417236466
	565	0	734.162630	314	196	0.416122	23.444400821
	566	0	734.353319	314	196	0.420670	23.482915539
	567	0	734.452349	314	196	0.419735	23.514718553
	568	0	734.661198	314	196	0.419781	23.549720643
	569	0	733.720559	314	196	0.420311	23.583114532
	570	0	733.448576	314	196	0.419781	23.613065088
	571	0	734.820766	314	196	0.419100	23.645971888
	572	0	734.536108	314	196	0.419703	23.692424950
	573	0	733.234736	314	196	0.420716	23.724874978
	574	0	733.829283	314	196	0.420672	23.749022387
	575	0	736.286277	314	196	0.420059	23.792316861
	576	0	735.306448	314	196	0.420188	23.815752394
	577	0	733.785423	314	196	0.420502	23.858733626
	578	0	733.691913	314	196	0.420382	23.887470326
	579	0	735.155023	314	196	0.421019	23.921179801
	580	0	733.452092	314	196	0.420799	23.957169156
	581	0	734.121766	314	196	0.421214	23.987277416
	582	0	735.203289	314	196	0.419615	24.018339577
	583	0	735.365597	314	196	0.419638	24.066962427
	584	0	732.630706	314	196	0.420495	24.090668651
	585	0	732.700837	314	196	0.420550	24.120356432
	586	0	733.041400	314	196	0.420256	24.160836412
	587	0	734.042090	314	196	0.419469	24.186203686
	588	0	736.780698	314	196	0.418143	24.232470638
	589	0	732.890962	314	196	0.420693	24.267640079
	590	0	733.693702	314	196	0.420412	24.292206226
	591	0	735.335893	314	196	0.420120	24.332823768
	592	0	737.503233	314	196	0.418044	24.368394686
	593	0	736.859678	314	196	0.416959	24.395036375
	594	0	732.976068	314	196	0.421135	24.433032648
	595	0	735.292711	314	196	0.416729	24.474360496
	596	0	734.971269	314	196	0.416401	24.504500080
	597	0	734.997393	314	196	0.414507	24.532617556
	598	0	733.548830	314	196	0.415751	24.559554312
	599	0	729.840766	314	196	0.418247	24.603630847
	600	0	728.858889	314	196	0.418157	24.629621260
	601	0	729.116406	314	196	0.417179	24.667646323
	602	0	728.268124	314	196	0.418224	24.702556783
	603	0	728.805867	314	196	0.418144	24.733548888
	604	0	726.692592	314	196	0.418805	24.763052024
	605	0	728.337520	314	196	0.417936	24.805886862
	606	0	728.640981	314	196	0.419510	24.832056310
	607	0	727.947579	314	196	0.419682	24.877735933
	608	0	730.852016	314	196	0.419244	24.911626594
	609	0	730.153073	314	196	0.419403	24.941292209
	610	0	728.088598	314	196	0.419303	24.976508185
	611	0	728.615697	314	196	0.419054	25.007786904
	612	0	728.219524	314	196	0.419382	25.037407392
	613	0	730.016278	314	196	0.418885	25.074764397
	614	0	730.776622	314	196	0.418370	25.106163348
	615	0	730.307436	314	196	0.418457	25.148584500
	616	0	731.944608	314	196	0.417082	25.177861104
	617	0	730.359613	314	196	0.419186	25.210754364
	618	0	729.004116	314	196	0.419664	25.249416432
	619	0	731.437846	314	196	0.418282	25.286823890
	620	0	729.971530	314	196	0.418355	25.313886145
	621	0	729.954514	314	196	0.419269	25.347835938
	622	0	728.893853	314	196	0.419102	25.376419298
	623	0	729.208667	314	196	0.419214	25.407064398
	624	0	742.866576	314	196	0.414007	25.456293010
	625	0	743.024113	314	196	0.414050	25.491306565
	626	0	740.787758	314	196	0.414539	25.529497929
	627	0	741.718252	314	196	0.413692	25.557136316
	628	0	742.228732	314	196	0.414057	25.591623114
	629	0	742.803200	314	196	0.414779	25.624048393
	630	0	740.905961	314	196	0.414835	25.660844560
	631	0	742.962237	314	196	0.413476	25.693176252
	632	0	741.267841	314	196	0.413989	25.724042611
	633	0	742.045143	314	196	0.414052	25.757094700
	634	0	744.044109	314	196	0.412881	25.793037515
	635	0	742.658153	314	196	0.413732	25.826587903
	636	0	741.215009	314	196	0.414332	25.862788838
	637	0	740.917556	314	196	0.415233	25.895513449
	638	0	740.186523	314	196	0.414793	25.926146484
	639	0	743.016905	314	196	0.413780	25.961530430
	640	0	741.562464	314	196	0.415115	25.997057326
	641	0	740.177685	314	196	0.415619	26.026878443
	642	0	740.537712	314	196	0.415040	26.059196765
	643	0	737.887139	314	196	0.415701	26.099139123
	644	0	740.533497	314	196	0.414498	26.127799332
	645	0	740.385924	314	196	0.414007	26.164469134
	646	0	743.089456	314	196	0.413725	26.192419783
	647	0	743.832257	314	196	0.412993	26.227252851
	648	0	741.677473	314	196	0.414784	26.265497888
	649	0	741.682412	314	196	0.413876	26.296402104
	650	0	740.562207	314	196	0.414881	26.324638223
	651	0	741.007663	314	196	0.414158	26.370767754
	652	0	739.601860	314	196	0.414996	26.395066847
	653	0	740.257945	314	196	0.414319	26.446287185
	654	0	740.769863	314	196	0.412804	26.473260948
	655	0	739.795240	314	196	0.412596	26.499832750
	656	0	739.112629	314	196	0.412560	26.539219651
	657	0	739.232071	314	196	0.411813	26.573338798
	658	0	739.259559	314	196	0.413104	26.600571444
	659	0	739.397771	314	196	0.414593	26.643169267
	660	0	741.614184	314	196	0.414201	26.673872365
	661	0	742.898813	314	196	0.412781	26.696253189
	662	0	741.645251	314	196	0.413849	26.743713759
